微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ned9J63Fu,前段时间华为鸿蒙4.0接入了AI大模型，最近小米的大模型也初具规模，落地在即。蓝绿也在搞这个，落地要稍微晚一点，但各家新系统的智能化是一个大方向了  ,,无,无,无,2023-08-12 11:15,无,9307,30,1242
NecIk6PUo,天玑9300暂定10月登场，台积电N4P，4*X4超大核+4*A720大核，Immortalis G720 GPU，内存率先支持9.6Gbps LPDDR5T，发哥这次能站起来吗  ,,无,无,无,2023-08-12 10:08,无,4408,43,716
Ne6ar349r,骁龙8G3成本似乎有点高，某些厂商新机准备在标准版使用次旗舰骁龙8G2或者天玑平台，降本增效  ,,无,无,无,2023-08-11 17:28,无,7094,47,1650
Ne5z5yhHy,K60至尊版的屏幕素质在1.5K屏新机中刷记录，13 Ultra同款的华星C7材质，峰值亮度干到了2600nit，调光是低亮度2880Hz PWM+高亮度类DC方案，也支持湿手操控，它和IP68更配哦  ,,无,无,无,2023-08-11 15:56,无,6862,27,1163
Ne4XqgT9h,早  ,,无,无,无,2023-08-11 14:23,无,2552,15,495
Ne4gkrzsn,Redmi K60至尊版、一加Ace2 Pro、真我GT5全员顶配24GB LPDDR5X+1TB UFS 4.0，包括明年的骁龙8G3新旗舰也会顶配这个规格，激进派会标配16GB  ,,无,无,无,2023-08-11 12:37,无,3964,44,781
Ne3IdEBnL,一加12和一加Ace3现阶段样机依旧是家族式设计，网传图的镜头排列和细节有些许误差，但依旧是居中单孔曲屏+后置左上角圆形Deco，两款的质感都非常顶  ,,无,无,无,2023-08-11 11:13,无,3524,22,670
Ne3iX057h,Redmi K60至尊版外观公布，1.5K+144Hz柔性直屏+无断点的塑料中框+新增青色玻璃后盖+后置方形Deco，天玑9200++X7独显芯片，50Mp大底主摄，光圈覆盖f/1.7-f/2.4，焦段覆盖15mm-24mm。  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIly1hgsksmth92j30u00uoadm.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hgsksnlwuhj31o031a15r.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hgskuq0y9zj313y1bbh0s.jpg",无,无,2023-08-11 10:10,无,5901,32,1195
NdXL1AqFs,金属中框和IP68防尘防水，中端机二选一你们会选哪个？  ,,无,无,无,2023-08-10 20:03,无,7193,42,1914
NdWIm848j,"小米MIX Fold3今日信息点，8.03""2K+120Hz 2600nit E6+E6，3.36GHz 骁龙8G2领先版，3.2X+5X双长焦三OIS徕卡大光圈四摄，两块澎湃电池+三颗澎湃芯片，50W无线充，支持悬停，对称式双扬声器。  原图 ",,https://wx2.sinaimg.cn/large/006BlblIly1hgrq0vs44rj31o029www1.jpg,无,无,2023-08-10 17:24,无,5352,40,804
NdVXioq2T,之前说过接下来的新机都在主推16GB，顶配24GB。从供应链角度来看，24GB一定会大规模量产，一加这波大内存普及直接卷得供应链都不得不去增加超大内存的产能。据我所知的后面已经有4家安排上24GB了，还有会有大批厂商跟进的#你现在用的手机内存多大#  ,,无,无,无,2023-08-10 15:28,无,6242,48,1170
NdVCE1szr,早  ,,无,无,无,2023-08-10 14:37,无,2738,10,560
NdV08aeJ0,哈哈哈哈，全员安排24GB LPDDR5X+1TB UFS 4.0  ,,无,无,无,2023-08-10 13:02,无,6349,35,1066
NdUnQxewo,2K国产高素质曲屏的骁龙8G3新机同样是5400mAh百瓦超大电池，兼容性更好的UFCS融合快充，新增50W无线充  ,,无,无,无,2023-08-10 11:28,无,3208,18,603
NdU0rFcZW,MIX Fold3首次使用龙骨转轴，这个是可以直接影响折叠屏核心体验的关键技术。新的结构设计思路确实很先进，更坚固+更小尺寸，如果水滴型算第二代转轴技术，小米这次的转轴相当于「第三代转轴」技术。我拿到手第一感受就是「稳」，多角度的悬停非常稳定扎实，强度也比之前用的水滴转轴大幅提升  ,,无,无,无,2023-08-10 10:30,无,4699,34,843
NdTrb0ODQ,耀子骁龙8G3超大杯很顶，50Mp超级大底的模组和光学镀膜升级，工程机测试的全新潜望镜原生是2亿像素，但实际有裁切，反正也属于大底高像素潜望镜了。  ,,无,无,无,2023-08-10 09:03,无,3298,22,665
NdOltxGvA,MIX Fold3释出信息量挺多的，浅解读一下：外屏居中单孔，内屏在左上角新增一颗前摄，黑色皮纹玻璃+金色玻璃+陶瓷Deco+13U同款背板设计。徕卡VARIO-SUMMICRON，焦段15mm-115mm，潜望镜等效5X光变，f/1.8-f/2.9四摄均是大光圈。  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIly1hgqk4ep66xj32dc1s0kjl.jpg,http://ww4.sinaimg.cn/large/006BlblIly1hgqk4hgwjcj32dc1s0kjl.jpg,http://ww2.sinaimg.cn/large/006BlblIly1hgqk4iolmxj31o0340ayg.jpg",无,无,2023-08-09 20:05,无,2768,35,690
NdNpaiBcr,各家迭代系安排的2K国产屏很强，素质完全不输三星，全屏亮度1400nit±，峰值亮度2800nit±，超高频PWM调光最高也可以3000Hz±，边框还很窄。1.5K也是如此  ,,无,无,无,2023-08-09 17:42,无,4722,41,964
NdMPOCyJk,绿厂下半年的节奏很有意思，除了主打性能的子品牌和Reno迭代，还有两场折叠发布会。绿厂对小折很有信心，上半年拿下折叠销量第一，所以单独做发布会并提前到这个月先发，小折的影像天花板  ,,无,无,无,2023-08-09 16:15,无,3995,27,592
NdMt03ajh,MIX Fold3泄密图不会是小米有意拉低预期主动放的吧？真机实际的视觉和质感可是要好太多太多了，注意，根本没有素皮版！！！机身比上代薄，徕卡全焦段四摄，Deco肯定是有一定凸出的，但和13U一样是流线型曲面过度设计，很自然顺滑，Deco材质是陶瓷，视觉、质感和手感都有很大提升，等发布自己去摸一下...全文 ,,无,无,无,2023-08-09 15:18,无,5975,44,817
NdM9M5AW1,小米重新定义「折叠屏下半场新标准」，轻薄+可靠品质+旗舰影像+真旗舰体验，哪些折叠屏符合这个新标准？ 极 限 六 选 一  ,,无,无,无,2023-08-09 14:31,无,29315,31,564
NdLj54FjY,"阿蓝最近的新品主打LCD，一个新机1080p LCD+天玑8200+5000mAh+120W+64Mp OIS，一个新机1080p LCD+骁龙6G1+6000mAh，一个新平板11.5""2.8K+144Hz LCD+骁龙870+8500mAh+44W……  ",,无,无,无,2023-08-09 12:21,无,3266,22,705
NdKN84QfE,雷总的年度演讲定档8.14，这次在可以容纳3500位观众的北京国家会议中心，排面拉满。这次演讲有很多技术探索的新进展，部分阶段性成果释出，重量级东西都在搞嗷。新设备也一起上，MIX Fold3折叠屏、K60至尊版、米板6 Max旗舰平板等#雷军年度演讲#  ,,无,无,无,2023-08-09 11:03,无,6518,50,1098
NdKxTqGQu,某厂商接下来的骁龙8G2新机十分激进，选择了没人敢尝试的新工艺，前期试产良率极极极低，但质感很好，顶级旗舰的手感  ,,无,无,无,2023-08-09 10:25,无,5680,40,763
NdK0zlUvw,加加首发新基材Q9+，这个含金量还是挺高的，相比前代Q9改善了色偏和拖影，提升在暗光环境下的表现，灰阶过渡更加自然且均匀。局部峰值1600nit不说了，全局激发亮度也做到了1200nit，还有旗舰同款Pro XDR，支持默认开启的2160Hz高频PWM调光和湿手触控  原图 ,,https://wx2.sinaimg.cn/large/006BlblIly1hgq7rd3zc6j30yg0k2421.jpg,无,无,2023-08-09 09:03,无,3418,26,688
NdEdLyCSY,2023Q2全球平板出货数据来了，小米平板竟然逆势增长41.6％，还是唯一正增长品牌，米板6系列功不可没。新成员小米平板6 Max本月见，14英寸2.8K高刷超级大屏+满血骁龙8++67W万级大电池，软件系统进步很大，WPS PC版安排上了，可以期待一下  原图 ,,https://wx2.sinaimg.cn/large/006BlblIly1hgpi7sfbz5j31fc0nsgqo.jpg,无,无,2023-08-08 18:19,无,4425,50,913
NdDFR5XTH,加加这次的150W+5000mAh，首先是比前代提升了容量，CtoC充电器，还支持UFCS融合快充协议，17分钟报百，甚至能跟200W掰掰手腕儿。差不多是当下配置最猛的快充组合了，加加仿佛找到了闪充和容量的一个完美平衡点，整挺好  ,,无,无,无,2023-08-08 16:55,无,4651,31,706
NdDbDo26x,5000mAh+150W、5400mAh+100W+50W、5500mAh+100W加加这几套新机的快充方案满意吗？又大又快  ,,无,无,无,2023-08-08 15:41,无,4244,19,657
NdCBBtT3h,阿菊某新机在测试效率更高的氧化石墨烯散热材料，应该是刚回来的5G和自研芯片都需要用到它  ,,无,无,无,2023-08-08 14:12,无,9449,67,903
NdC728rZn,明年中高端档位的新机如果还保留塑料支架、塑料中框、普通小长焦，竞争力还是有点危险。提个醒，只要不是提前把料开好了，现在改或许还来得及  ,,无,无,无,2023-08-08 12:57,无,4647,23,555
NdBpxyaN0,早  ,,无,无,无,2023-08-08 11:10,无,2044,21,454
NdAZywQ9t,在迭代旗舰安排BOE Q10基材之前，某些中端机会先上Q9+，1.5K+120Hz+2160Hz PWM，支持湿手触控，峰值亮度1600nit，还有自研超亮度技术加持，懂？  ,,无,无,无,2023-08-08 10:06,无,2996,18,442
NdAAMh9B9,"之前猜对了，裤子骁龙8G3系列也上了OV50H，50Mp 1/1.28"" 1.2μm，标准版直立中焦，Pro可以期待一下👖  ",,无,无,无,2023-08-08 09:05,无,3565,22,708
NdvDn1VSI,150W+5200mAh/240W+4600mAh是近期最顶的快充方案，真真暂时独占中。不过150W大电流UFCS方案加加也有，只是先上的那个机子电池小点儿。超百瓦暂时会继续加容量，300W级别秒充停滞中……  ,,无,无,无,2023-08-07 20:27,无,3835,26,576
NduJjr4CB,新旗舰太强辣，好多新sensor  ,,无,无,无,2023-08-07 18:09,无,4908,24,849
Ndtk76LWv,0916 X轴线性马达下放，爽不爽？   ,,无,无,无,2023-08-07 14:34,无,4647,14,694
Ndt3bs1wp,一加Ace2这个外观可还行？另外这次屏幕、快充电池、性能、马达、指纹等等都升级了。  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hgo22sw7hlj30p40iujth.jpg,无,无,2023-08-07 13:53,无,5072,23,1049
Ndsoncs5S,耀子骁龙8G3迭代超大杯在测试新潜望镜，目前工程机也是「亿级像素大底传感器」，似乎要好起来了。  ,,无,无,无,2023-08-07 12:12,无,3113,17,544
NdrZ27Xc5,最近这波新机节奏又有上半年内味儿了，红米打头阵，放出天玑9200+双芯平台;一加紧随其后，骁龙8G2+24GB内存;真我压轴出场，除了8G2外还是唯一240W直屏旗舰，打起来打起来！  ,,无,无,无,2023-08-07 11:10,无,4974,22,755
NdrOPno64,天玑9200+之前也测过，此前实测数据就是低频能耗强于骁龙8G2，高频能耗不如骁龙8G2。●Redmi K60至尊版同样选择了这颗U，实测王者和吃鸡能耗表现优于骁龙8G2，低频表现依旧符合预期。原神测试中，全高画质下帧数59.02fps，功耗6.2W±，高负载功耗相对一般，流畅度还不错。●X7独显芯片三倍插帧算法下，王者和吃鸡的功耗还有一定程度的降低，但流畅度抵不上原生高帧模式。适配最好的当属原神，超分画质对比普通手机确实有所提升，三倍插帧下平均帧数可以跑到142.8fps，只有频繁切换视角会有些许掉帧，整局跑图着实丝滑流畅。红米这次竟然真把天玑调好了，接下来就等价格了！             [组图共3张]      原图                             ,,"http://ww4.sinaimg.cn/large/006BlblIly1hgnev2ds4wj311d0yowm5.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hgnev1e8aoj31ij120e81.jpg,http://ww4.sinaimg.cn/large/006BlblIly1hgnev4lsw6j32dc1s0qv5.jpg",无,无,2023-08-07 10:45,无,11405,103,1273
NdrACvBSf,一加12工程机是国产新基材2K曲屏。  ,,无,无,无,2023-08-07 10:10,无,4036,24,698
Ndr8Z3QUo,大杯最新样机潜望镜只因，三摄焦段0.6X-3.X~  ,,无,无,无,2023-08-07 09:01,无,2944,13,550
NdhVXwUnj,山东的友友们注意安全！手机的地震预警记得开启，国内手机品牌基本都可以在设置搜索「地震」打开预警功能，苹果用户在App Store搜索下载「地震预警」，按提示设置。愿大家平安🙏  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hgmrtny5tcj32dc1s0wlo.jpg,无,无,2023-08-06 09:35,无,10043,261,1279
NdcTkaELH,尬聊一下，手机哪一项参数短板是你们最无法接受的？（例：屏幕没有护眼调光、电池容量不够大等等）  ,,无,无,无,2023-08-05 20:44,无,11562,47,3589
NdbDqD7FB,Next：1.5K CSOT/TM、1.5K BOE Q9+、1.5K TM T7+  ,,无,无,无,2023-08-05 17:32,无,4150,20,554
NdaG8p88t,自研芯本来要用在明年的走量中高端机身上，替换骁龙8G2，原本配套的散热方案和机型都敲定了[苦涩]  ,,无,无,无,2023-08-05 15:06,无,7453,64,926
Nd9sMnErk,荣耀X50选型是真挺好，骁龙6 Gen1+5800mAh，1.5K曲屏+旗舰级外观设计，线上线下都爆了。接下来iQOO也有个骁龙6 Gen1+6000mAh，续航直接拉满，1080p LCD就主攻线上了  ,,无,无,无,2023-08-05 12:01,无,5358,30,1072
Nd8KsfPqF,别急，3K价位段会逐步回归超薄光学屏下指纹、超大尺寸X轴线性马达、金属中框、普通中长焦……  ,,无,无,无,2023-08-05 10:12,无,6428,54,1112
Nd8kfBCOO,粮厂系统也将迎来前所未有的大升级，格 局 打 开  ,,无,无,无,2023-08-05 09:07,无,21496,145,2926
Nd3s6Fc5U,HarmonyOS 4更新完了，底层最高兼容AOSP12，UI基本没有大变化，超级中转站更好用了，新增的实况窗很灵动，不过第三方App还没怎么适配。动画是真滴丝滑流畅，功能性也全乎，还是现阶段跑在大家前面的系统  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIly1hgkzplrysfj311c250k2b.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hgkzpmcm5oj311c2507ga.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hgkzpv8155g30ek0u2b2p.gif",无,无,2023-08-04 20:43,无,13338,98,1840
Nd1Gu5OeG,K60至尊版这颗9200+调得真有点东西，发哥专门给红米开放了许多深度调试接口。而且昨天MTK董事、总经理陈冠州和资深副总经理徐敬全也出席了Redmi发布会，二位之前都是很少出席厂商发布会，这次来主场亲自站台，真是给足了牌面，也侧面说明Redmi和发哥合作的深度  原图 ,,https://wx4.sinaimg.cn/large/006BlblIgy1hgks33u1guj31900u0ha4.jpg,无,无,2023-08-04 16:13,无,8395,38,1115
Nd1hiEvLF,一加Ace2 Pro核心配置我早都说过了，外围因为没摸过机子就没说过，昨天摸完我感觉可以等，除了塑料中框和凑数副摄，没啥短板了，质感在同档位是出挑的  ,,无,无,无,2023-08-04 15:11,无,3405,18,685
Nd0KPtm1Y,大概扫了一眼，子系骁龙8G3迭代系列定位最高的直屏旗舰似乎是iQOO12和Redmi K70 Pro，只有这两家是2K直屏……  ,,无,无,无,2023-08-04 13:51,无,4719,19,934
Nd0hiyY9k,华为HarmonyOS 4针对长条形挖孔屏的适配叫「实况窗」，通知信息在挖孔区域即时呈现，点击可展开通知和任务进展，比如打车距离和快递配送时间，有意思  ,,无,无,无,2023-08-04 12:38,无,7353,55,1007
NcZJO9NHD,迭代旗舰手表快来了，同样是支持独立eUICC芯片的eSIM全智能手表，4nm低功耗双平台，LTPO方形曲面屏，电池加到570mAh±，大体设计思路不变，表冠、表体、表带是奢侈品级用料，该有的功能全都有。迭代旗舰耳机暂未定档，换下自研芯片后得重新调  ,,无,无,无,2023-08-04 11:15,无,3853,31,685
NcZgmle0I,这个月中前后，好戏连台，懂？  ,,无,无,无,2023-08-04 10:03,无,3764,23,784
NcZ0218KD,子系不同系列的迭代机开了三块新屏幕：1.5K极窄直屏、2K极窄直屏，1.5K极窄曲屏~  ,,无,无,无,2023-08-04 09:22,无,2259,16,353
NcSoxkncB,一加Ace2 Pro这次外观保密做得还可以，终于让我摸到外观了，顺便去工厂摸了下真机，这个钛空灰配色有点跑车的感觉，质感和细节比图片还要好很多，值得蹲一手  原图 ,,https://wx3.sinaimg.cn/large/006BlblIgy1hgjn2pmb0oj31xk1307wh.jpg,无,无,2023-08-03 16:34,无,5284,45,1132
NcRTFp6ED,红米K60至尊版还公开了部分硬件参数，1.5K+144Hz OLED居中单孔直屏，天玑9200+，Pixelworks X7独显芯片，好巧哦  原图 ,,https://wx3.sinaimg.cn/large/006BlblIgy1hgjkswi64nj313y1bbh0s.jpg,无,无,2023-08-03 15:18,无,4132,36,788
NcRzchXxt,Redmi K60至尊版搭载Pixelworks X7，这是PW目前定位最高的旗舰独显芯片。除了发掘芯片的原生能力，红米还首发了基于X7的超分+超帧并发技术，画质和流畅度两手抓。超分方案更意思，天玑9200+对原生画面高渲染，X7接力超分，和蓝厂的方案殊途同归，真正的满血原神来了！  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIgy1hgjjf30b0rj31900u0afd.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hgjjf3l5f2j31900u0gr6.jpg",无,无,2023-08-03 14:27,无,7801,85,1195
NcQLKwX4W,看到两个明年的一英寸影像旗舰，镜头凸起大概这样  原图 ,,https://wx2.sinaimg.cn/large/006BlblIgy1hgjdt4360aj31e0140mye.jpg,无,无,2023-08-03 12:25,无,4543,43,1026
NcQhGgoVi,华为Mate60的第三方手机壳，中杯也是常规大屏1.5K OLED，50Mp±大底多焦段三摄的镜头凸起控制还行，三围宽度比例有点像Mate50，致敬自己的经典设计  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIgy1hgjdob39dkj30ly0lydq2.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1hgjdobqkzdj31o01o0tmz.jpg",无,无,2023-08-03 11:11,无,6385,35,950
NcPTN1Jqt,子系迭代又有样机开始测试特别的金属中框，其它外观配置还是2K极窄护眼直屏+无塑料支架+玻璃机身，希望质感可以支楞起来~  ,,无,无,无,2023-08-03 10:12,无,2755,20,493
NcPrh5Ync,骁龙8G3新旗舰也是2K新基材超高频调光曲屏  ,,无,无,无,2023-08-03 09:02,无,2578,21,529
NcKdxubAx,魅族新机的调研来了，反正骁龙8G3系列迭代旗舰的外观没有太大变化，可能会有材质的升级。主要看图二的硬件升级点，开奶吧  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIgy1hgiml1s0umj30tc1f0n1b.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hgiml2akugj30tf23cdnf.jpg",无,无,2023-08-02 19:45,无,4098,20,765
NcIYNtqAE,接下来骁龙8G3/天玑9300新机大都标配3X±光变长焦，只是结构有直立有潜望，也有分群内对焦的浮动镜组，基本的焦段覆盖是更齐全了，香喷喷呀  ,,无,无,无,2023-08-02 16:35,无,3610,24,538
NcIiMDbob,一加Ace2 Pro顶配版跑分突破了170W，毕竟3.2GHz骁龙8G2+9140mm²VC+24GB LPDDR5X+1TB UFS 4.0，可以跑超高渲染分辨率的原神  ,,无,无,无,2023-08-02 14:52,无,4320,34,856
NcHRD158R,SM8650新旗舰的特殊版本在测试卫星通讯  ,,无,无,无,2023-08-02 13:45,无,3963,20,638
NcHoyrsla,明年欧加中高端价位段全线普及潜望镜OV64B，中端全线普及小长焦IMX709等。这还只是影像板块，其它还有普及  ,,无,无,无,2023-08-02 12:33,无,3150,27,504
NcGQoosDN,早  ,,无,无,无,2023-08-02 11:09,无,2388,14,488
NcGuKcDyF,红米K60至尊版开始预热了，Redmi x MediaTek x Pixelworks，有个新技术首发，开启「后性能时代」  ,,无,无,无,2023-08-02 10:16,无,5276,38,868
